,u,v,r,x0,y0,psi,delta,thrust,beta,U,u1d,v1d,r1d
62.97999999999999,1.1833943629269323,0.22051766843029413,-0.07202268652134534,-12.105748909621719,-16.47659399989984,-4.905354682477461,0.2617993877991494,30,-0.18423034752072637,1.203765035335872,-6.15883603930609e-05,-1.7427816522981598e-05,4.335416328056456e-06
62.98999999999999,1.1833937503686252,0.22051749508945095,-0.0720226434006066,-12.105660457166934,-16.464551825199283,-4.906074907332537,0.2617993877991494,30,-0.1842302991782459,1.203764401389261,-6.151710663436205e-05,-1.740767375247948e-05,4.330402783498626e-06
62.99999999999999,1.1833931384798393,0.22051732193791376,-0.0720226003269844,-12.105563032070785,-16.45250980721838,-4.906795131782404,0.2617993877991494,30,-0.18423025088842665,1.203763768135523,-6.144593077798903e-05,-1.7387552971627707e-05,4.325394714973885e-06
63.00999999999999,1.1833925272600487,0.22051714897553387,-0.07202255730044176,-12.105456636216827,-16.44046795187641,-4.907515355827381,0.2617993877991494,30,-0.1842302026512274,1.203763135574114,-6.13748327626253e-05,-1.7367454163119623e-05,4.320392118273205e-06
63.01999999999999,1.1833919167087268,0.22051697620216265,-0.07202251432094163,-12.10534127148861,-16.428426265092625,-4.908235579467786,0.2617993877991494,30,-0.18423015446660707,1.2037625037044888,-6.130381252691835e-05,-1.7347377309715032e-05,4.315394989098661e-06
63.02999999999999,1.1833913068253477,0.22051680361765144,-0.07202247138844699,-12.105216939769686,-16.416384752786286,-4.908955802703937,0.2617993877991494,30,-0.18423010633452444,1.203761872526103,-6.123287000959742e-05,-1.7327322394067153e-05,4.310403323055298e-06
63.03999999999999,1.1833906976093849,0.22051663122185156,-0.07202242850292083,-12.105083642943608,-16.404343420876653,-4.909676025536153,0.2617993877991494,30,-0.1842300582549384,1.203761242038412,-6.116200514928002e-05,-1.730728939891304e-05,4.305417115891221e-06
63.04999999999999,1.1833900890603122,0.22051645901461434,-0.07202238566432612,-12.104941382893928,-16.392302275283,-4.910396247964751,0.2617993877991494,30,-0.18423001022780774,1.2037606122408715,-6.109121788472727e-05,-1.7287278306953555e-05,4.300436363287548e-06
63.05999999999999,1.1833894811776031,0.2205162869957911,-0.07202234287262584,-12.104790161504198,-16.38026132192459,-4.911116469990052,0.2617993877991494,30,-0.18422996225309138,1.2037599831329362,-6.1020508154547285e-05,-1.7267289100918697e-05,4.295461061009242e-06
63.06999999999999,1.1833888739607317,0.22051611516523323,-0.07202230012778298,-12.10462998065797,-16.368220566720666,-4.911836691612373,0.2617993877991494,30,-0.18422991433074812,1.203759354714062,-6.0949875897450404e-05,-1.724732176345179e-05,4.290491204648522e-06
63.07999999999999,1.1833882674091714,0.22051594352279202,-0.0720222574297605,-12.104460842238797,-16.356180015590514,-4.912556912832032,0.2617993877991494,30,-0.1842298664607368,1.203758726983704,-6.087932105210431e-05,-1.7227376277305544e-05,4.285526789913965e-06
63.08999999999999,1.1833876615223962,0.22051577206831882,-0.07202221477852139,-12.10428274813023,-16.34413967445339,-4.913277133649348,0.2617993877991494,30,-0.18422981864301624,1.203758099941318,-6.080884355722144e-05,-1.7207452625204444e-05,4.280567812515349e-06
63.09999999999999,1.1833870562998794,0.220515600801665,-0.07202217217402863,-12.10409570021582,-16.332099549228552,-4.91399735406464,0.2617993877991494,30,-0.18422977087754538,1.2037574735863588,-6.073844335142323e-05,-1.7187550789772047e-05,4.275614268197215e-06
63.10999999999999,1.1833864517410952,0.22051542972268184,-0.0720221296162452,-12.103899700379124,-16.320059645835258,-4.914717574078225,0.2617993877991494,30,-0.184229723164283,1.2037568479182823,-6.066812037348859e-05,-1.7167670753836036e-05,4.270666152564809e-06
63.11999999999999,1.183385847845517,0.2205152588312207,-0.07202208710513408,-12.103694750503688,-16.308019970192788,-4.915437793690423,0.2617993877991494,30,-0.18422967550318792,1.2037562229365435,-6.059787456197668e-05,-1.7147812500007294e-05,4.2657234614132944e-06
63.12999999999999,1.1833852446126187,0.2205150881271329,-0.07202204464065824,-12.103480852473067,-16.295980528220394,-4.916158012901552,0.2617993877991494,30,-0.18422962789421898,1.2037555986405981,-6.0527705855650064e-05,-1.712797601105425e-05,4.260786190326878e-06
63.13999999999999,1.1833846420418739,0.22051491761026984,-0.07202200222278067,-12.103258008170814,-16.28394132583733,-4.91687823171193,0.2617993877991494,30,-0.1842295803373351,1.2037549750299013,-6.045761419318032e-05,-1.710816126969201e-05,4.255854335087491e-06
63.14999999999999,1.1833840401327564,0.2205147472804828,-0.07202195985146434,-12.10302621948048,-16.271902368962873,-4.917598450121876,0.2617993877991494,30,-0.18422953283249507,1.2037543521039085,-6.03875995132286e-05,-1.7088368258528363e-05,4.250927891373646e-06
63.15999999999999,1.18338343888474,0.2205145771376231,-0.07202191752667222,-12.102785488285617,-16.25986366351629,-4.9183186681317075,0.2617993877991494,30,-0.1842294853796577,1.2037537298620753,-6.031766175451919e-05,-1.70685969603811e-05,4.246006854775692e-06
63.16999999999999,1.183382838297298,0.2205144071815421,-0.07202187524836733,-12.102535816469777,-16.247825215416828,-4.919038885741744,0.2617993877991494,30,-0.1842294379787819,1.2037531083038564,-6.0247800855669244e-05,-1.7048847357926593e-05,4.241091221146568e-06
63.17999999999999,1.1833822383699046,0.22051423741209117,-0.07202183301651259,-12.102277205916513,-16.235787030583747,-4.919759102952304,0.2617993877991494,30,-0.18422939062982646,1.203752487428708,-6.0178016755389054e-05,-1.7029119433852025e-05,4.2361809860998114e-06
63.18999999999999,1.1833816391020333,0.2205140678291216,-0.07202179083107103,-12.102009658509376,-16.223749114936332,-4.920479319763705,0.2617993877991494,30,-0.1842293433327503,1.2037518672360852,-6.010830939240361e-05,-1.700941317088253e-05,4.231276145326743e-06
63.19999999999999,1.183381040493158,0.22051389843248476,-0.0720217486920056,-12.10173317613192,-16.211711474393834,-4.921199536176266,0.2617993877991494,30,-0.18422929608751212,1.2037512477254433,-6.003867870533324e-05,-1.6989728551742565e-05,4.2263766945102334e-06
63.209999999999994,1.183380442542752,0.22051372922203194,-0.07202170659927928,-12.101447760667694,-16.199674114875503,-4.9219197521903055,0.2617993877991494,30,-0.18422924889407086,1.2037506288962376,-5.9969124632916476e-05,-1.6970065559117016e-05,4.22148262940189e-06
